ID_TYPE_ENTITE	ID_ENTITE 	NOM_COURRIER                                                                              	ID_STATUT_SURV
S             	      8107	PICTET ASSET MANAGEMENT (EUROPE) S.A., SUCCURSALE DE FRANCE                               	SUC           
S             	      8108	PICTET ASSET MANAGEMENT (EUROPE) S.A., BELGIUM BRANCH                                     	SUC           
S             	      8109	PICTET ASSET MANAGEMENT (EUROPE) S.A., ITALIAN BRANCH                                     	SUC           
S             	      8110	PICTET ASSET MANAGEMENT (EUROPE) S.A., FILIAAL NEDERLAND                                  	SUC           
S             	      8111	PICTET ASSET MANAGEMENT (EUROPE) S.A., NIEDERLASSUNG DEUTSCHLAND                          	SUC           
S             	      8112	PICTET ASSET MANAGEMENT (EUROPE) S.A., SUCURSAL EN ESPANA                                 	SUC           
S             	      8113	FRANKLIN TEMPLETON INTERNATIONAL SERVICES S.A R.L., SWEDISH BRANCH                        	SUC           
S             	      8115	T. ROWE PRICE (LUXEMBOURG) MANAGEMENT S.A R.L., ZWEIGNIEDERLASSUNG FRANKFURT              	SUC           
S             	      8116	T. ROWE PRICE (LUXEMBOURG) MANAGEMENT S.A R.L., STOCKHOLM BRANCH                          	SUC           
S             	      8117	T. ROWE PRICE (LUXEMBOURG) MANAGEMENT S.A R.L., FILIAL                                    	SUC           
S             	      8118	T. ROWE PRICE (LUXEMBOURG) MANAGEMENT S.A R.L., SUCCURSALE NEERLANDAISE                   	SUC           
S             	      8119	T. ROWE PRICE (LUXEMBOURG) MANAGEMENT S. A R.L. - SEDE SECONDARIA DI MILANO               	SUC           
S             	      8120	T. ROWE PRICE (LUXEMBOURG) MANAGEMENT S. A R.L., SUCURSAL EN ESPANA                       	SUC           
S             	      8122	FLOSSBACH VON STORCH INVEST S.A., SUCCURSALE ITALIANA                                     	SUC           
S             	      8123	FLOSSBACH VON STORCH INVEST S.A., SUCURSAL EN ESPANA                                      	SUC           
S             	      8125	CAPITAL INTERNATIONAL MANAGEMENT COMPANY - SUCURSAL EN ESPANA                             	SUC           
S             	      8126	CAPITAL INTERNATIONAL MANAGEMENT COMPANY - SUCCURSALE ITALIANA                            	SUC           
S             	      8127	CAPITAL INTERNATIONAL MANAGEMENT COMPANY - NETHERLANDS BRANCH                             	SUC           
S             	      8128	CAPITAL INTERNATIONAL MANAGEMENT COMPANY - NIEDERLASSUNG DEUTSCHLAND                      	SUC           
S             	      8129	SCHRODER INVESTMENT MANAGEMENT (EUROPE) S.A., BRANCH IN SPAIN                             	SUC           
S             	      8130	SCHRODER INVESTMENT MANAGEMENT (EUROPE) S.A., (PARIS BRANCH)                              	SUC           
S             	      8131	NORDEA INVESTMENT FUNDS (LUXEMBOURG) S.A. - BELGIUM BRANCH                                	SUC           
S             	      8132	FRANKLIN TEMPLETON INTERNATIONAL SERVICES S.A R.L., DUTCH BRANCH                          	SUC           
S             	      8133	ALLSPRING GLOBAL INVESTMENTS LUXEMBOURG S.A. (FRANKFURT BRANCH)                           	SUC           
S             	      8134	ALLSPRING GLOBAL INVESTMENTS LUXEMBOURG S.A. (PARIS BRANCH)                               	SUC           
S             	      8136	JUPITER ASSET MANAGEMENT INTERNATIONAL S.A, GERMAN BRANCH                                 	SUC           
S             	      8137	JUPITER ASSET MANAGEMENT INTERNATIONAL S.A., ITALIAN BRANCH                               	SUC           
S             	      8138	JUPITER ASSET MANAGEMENT INTERNATIONAL SUCURSAL EN ESPANA                                 	SUC           
S             	      8140	JUPITER ASSET MANAGEMENT INTERNATIONAL, NORDICS                                           	SUC           
S             	      8141	FRANKLIN TEMPLETON INTERNATIONAL SERVICES S.A R.L., SPANISH                               	SUC           
S             	      8146	LOMBARD ODIER FUNDS (EUROPE) S.A. - DUTCH BRANCH                                          	SUC           
S             	      8147	LOMBARD ODIER FUNDS (EUROPE) S.A. - FRENCH BRANCH                                         	SUC           
S             	      8148	LOMBARD ODIER FUNDS (EUROPE) S.A. - GERMAN BRANCH (FRANKFURT)                             	SUC           
S             	      8149	LOMBARD ODIER FUNDS (EUROPE) S.A. - ITALIAN BRANCH                                        	SUC           
S             	      8151	BNY MELLON FUND MANAGEMENT (LUXEMBOURG) S.A., SUCCURSALE DE PARIS                         	SUC           
S             	      8152	BNY MELLON FUND MANAGEMENT (LUXEMBOURG) S.A., ZWEIGNIEDERLASSUNG DEUTSCHLAND              	SUC           
S             	      8153	BNY MELLON FUND MANAGEMENT (LUXEMBOURG) S.A., NETHERLANDS BRANCH                          	SUC           
S             	      8154	BNY MELLON FUND MANAGEMENT (LUXEMBOURG) S.A., MILAN BRANCH                                	SUC           
S             	      8155	BNY MELLON FUND MANAGEMENT (LUXEMBOURG) S.A., SUCURSAL EN ESPANA                          	SUC           
S             	      8156	AVIVA INVESTORS LUXEMBOURG - GERMANY                                                      	SUC           
S             	      8158	AVIVA INVESTORS LUXEMBOURG - IRELAND                                                      	SUC           
S             	      8159	AVIVA INVESTORS LUXEMBOURG - NETHERLANDS                                                  	SUC           
S             	      8161	JANUS HENDERSON INVESTORS EUROPE, S.A. SUCURSAL EN ESPAÑA                                 	SUC           
S             	      8162	JANUS HENDERSON INVESTORS EUROPE S.A. (NETHERLANDS BRANCH)                                	SUC           
S             	      8163	JANUS HENDERSON INVESTORS EUROPE S.A., ITALIAN BRANCH                                     	SUC           
S             	      8164	JANUS HENDERSON INVESTORS EUROPE S.A., GERMAN BRANCH                                      	SUC           
S             	      8165	JANUS HENDERSON INVESTORS EUROPE S.A FRENCH BRANCH                                        	SUC           
S             	      8166	SCHRODER INVESTMENT MANAGEMENT (EUROPE) S.A., GERMAN BRANCH                               	SUC           
S             	      8168	MFS INVESTMENT MANAGEMENT COMPANY (LUX) S.A R.L., SUCURSAL EN ESPANA                      	SUC           
S             	      8169	MFS INVESTMENT MANAGEMENT COMPANY (LUX) S.A R.L., NIEDERLASSUNG FRANKFURT                 	SUC           
S             	      8170	MFS INVESTMENT MANAGEMENT COMPANY (LUX) S.A R.L., SUCCURSALE FRANCAISE                    	SUC           
S             	      8171	SCHRODER INVESTMENT MANAGEMENT (EUROPE) S.A., SUCCURSALE ITALIANA                         	SUC           
S             	      8172	SCHRODER INVESTMENT MANAGEMENT (EUROPE) S.A., FINNISH BRANCH                              	SUC           
S             	      8173	C WORLDWIDE FUND MANAGEMENT S.A. LUXEMBOURG, FILIAL I DANMARK                             	SUC           
S             	      8174	NORDEA INVESTMENT FUNDS S.A. - GERMAN BRANCH                                              	SUC           
S             	      8175	ADEPA ASSET MANAGEMENT, S.A., SUCURSAL EN ESPAñA                                          	SUC           
S             	      8176	J.CHAHINE CAPITAL S.A., SUCCURSALE EN FRANCE                                              	SUC           
S             	      8177	ALLIANCEBERNSTEIN (LUXEMBOURG) S.A R.L., STOCKHOLM FILIAL                                 	SUC           
S             	      8178	ALLIANCEBERNSTEIN (LUXEMBOURG) S.A R.L., AMSTERDAM BRANCH                                 	SUC           
S             	      8179	ALLIANCEBERNSTEIN (LUXEMBOURG) S.A R.L., MILAN BRANCH                                     	SUC           
S             	      8180	ALLIANCEBERNSTEIN (LUXEMBOURG) S.A R.L., SUCURSAL EN ESPANA                               	SUC           
S             	      8182	FRANKLIN TEMPLETON INTERNATIONAL SERVICES S.À R.L. SP. Z O. O. ODDZIAL W POLSCE           	SUC           
S             	      8183	FRANKLIN TEMPLETON INTERNATIONAL SERVICES S.A R.L., BUCHAREST BRANCH                      	SUC           
S             	      8184	SWISS LIFE ASSET MANAGERS LUXEMBOURG, NIEDERLASSUNG DEUTSCHLAND                           	SUC           
S             	      8185	NINETY ONE LUXEMBOURG S.A. - GERMAN BRANCH                                                	SUC           
S             	      8187	NINETY ONE LUXEMBOURG S.A. - SVERIGE FILIAL                                               	SUC           
S             	      8188	ZEUS ASSET MANAGEMENT S.A. - ITALIAN BRANCH                                               	SUC           
S             	      8189	INVESCO MANAGEMENT S.A. (LUXEMBOURG) SWEDISH FILIAL                                       	SUC           
S             	      8190	INVESCO MANAGEMENT S.A., SUCURSAL EN ESPANA                                               	SUC           
S             	      8191	INVESCO MANAGEMENT S.A., DUTCH BRANCH                                                     	SUC           
S             	      8192	INVESCO MANAGEMENT S.A., SUCCURSALE ITALIA                                                	SUC           
S             	      8193	INVESCO MANAGEMENT S.A., SUCCURSALE EN FRANCE                                             	SUC           
S             	      8194	INVESCO MANAGEMENT S.A. (LUXEMBOURG) BELGIAN BRANCH                                       	SUC           
S             	      8195	BLUEBAY FUNDS MANAGEMENT COMPANY S.A.                                                     	SUC           
S             	      8196	VONTOBEL ASSET MANAGEMENT S.A. PARIS BRANCH                                               	SUC           
S             	      8197	FLOSSBACH VON STORCH INVEST S.A. NIEDERLASSUNG DEUTSCHLAND                                	SUC           
S             	      8198	UBP ASSET MANAGEMENT (EUROPE) S.A. FRANKFURT BRANCH                                       	SUC           
S             	      8201	CARNE GLOBAL FUND MANAGERS (LUXEMBOURG) S.A. IRELAND BRANCH                               	SUC           
S             	      8202	EURIZON CAPITAL S.A. - MADRID BRANCH                                                      	SUC           
S             	      8203	BLUEBAY FUNDS MANAGEMENT COMPANY S.A., ZWEIGNIEDERLASSUNG DEUTSCHLAND                     	SUC           
S             	      8204	PHARUS MANAGEMENT LUX S.A.-SUCCURSALE DI MILANO                                           	SUC           
S             	      8205	NORDEA INVESTMENT FUNDS S.A.-SUCURSAL EM PORTUGAL                                         	SUC           
S             	      8208	FRANKLIN TEMPLETON INTERNATIONAL SERVICES S.A R.L., FRENCH BRANCH                         	SUC           
S             	      8210	ALLIANCEBERNSTEIN (LUXEMBOURG) S.A R.L., MUNICH BRANCH                                    	SUC           
S             	      8211	THREADNEEDLE MANAGEMENT LUXEMBOURG S.A., (ITALY BRANCH)                                   	SUC           
S             	      8212	THREADNEEDLE MANAGEMENT LUXEMBOURG S.A., (FRANCE BRANCH)                                  	SUC           
S             	      8213	THREADNEEDLE MANAGEMENT LUXEMBOURG S.A., (NETHERLANDS BRANCH)                             	SUC           
S             	      8214	THREADNEEDLE MANAGEMENT LUXEMBOURG S.A., (SPAIN BRANCH)                                   	SUC           
S             	      8215	THREADNEEDLE MANAGEMENT LUXEMBOURG S.A., (GERMANY BRANCH)                                 	SUC           
S             	      8216	THREADNEEDLE MANAGEMENT LUXEMBOURG S.A., (AUSTRIA BRANCH)                                 	SUC           
S             	      8219	PURE CAPITAL S.A., BELGIUM                                                                	SUC           
S             	      8222	FRANKLIN TEMPLETON INTERNATIONAL SERVICES S.A R.L., IRISH BRANCH                          	SUC           
S             	      8223	M&G LUXEMBOURG S.A. PARIS BRANCH                                                          	SUC           
S             	      8225	UBS ASSET MANAGEMENT (EUROPE) S.A. - AUSTRIA BRANCH                                       	SUC           
S             	      8226	MIRABAUD ASSET MANAGEMENT (EUROPE) S.A. – SUCURSAL EN ESPAÑA                              	SUC           
S             	      8227	UBP ASSET MANAGEMENT (EUROPE) S.A., MADRID BRANCH                                         	SUC           
S             	      8228	GAM (LUXEMBOURG) S.A. - ZWEIGNIEDERLASSUNG DEUTSCHLAND                                    	SUC           
S             	      8229	MIRABAUD ASSET MANAGEMENT (EUROPE) S.A. - SUCCURSALE ITALIANA                             	SUC           
S             	      8230	JPMORGAN ASSET MANAGEMENT (EUROPE) S.A R.L. - DUBLIN BRANCH                               	SUC           
S             	      8231	MFS INVESTMENT MANAGEMENT COMPANY (LUX) S.A R.L. NETHERLANDS                              	SUC           
S             	      8232	AVIVA INVESTORS LUXEMBOURG- FRENCH BRANCH                                                 	SUC           
S             	      8233	BLUEBAY FUNDS MANAGEMENT COMPANY S.A. - THE NETHERLANDS BRANCH                            	SUC           
S             	      8234	ALMA CAPITAL INVESTMENT MANAGEMENT, FRENCH BRANCH                                         	SUC           
S             	      8235	BLUEBAY FUNDS MANAGEMENT COMPANY S.A., SUCURSAL EN ESPAÑA                                 	SUC           
S             	      8236	ALLSPRING GLOBAL INVESTMENTS LUXEMBOURG S.A. (MILAN BRANCH)                               	SUC           
S             	      8237	M&G LUXEMBOURG S.A., NIEDERLASSUNG DEUTSCHLAND                                            	SUC           
S             	      8238	M&G LUXEMBOURG S.A., SUCCURSALE BELGE                                                     	SUC           
S             	      8239	M&G LUXEMBOURG S.A., SUCURSAL EN ESPAÑA                                                   	SUC           
S             	      8240	M&G LUXEMBOURG S.A., SUCCURSALE ITALIANA                                                  	SUC           
S             	      8241	M&G LUXEMBOURG S.A., DUTCH BRANCH                                                         	SUC           
S             	      8242	M&G LUXEMBOURG S.A., SVENSK FILIAL                                                        	SUC           
S             	      8243	AFFM S.A., SUCURSAL EN ESPAñA                                                             	SUC           
S             	      8244	AZIMUT INVESTMENTS S.A. - SUCURSAL EM PORTUGAL                                            	SUC           
S             	      8245	FIL INVESTMENT MANAGEMENT (LUXEMBOURG) S.A., - IRELAND BRANCH                             	SUC           
S             	      8247	CANDRIAM - BELGIAN BRANCH                                                                 	SUC           
S             	      8248	CANDRIAM - SUCCURSALE FRANÇAISE                                                           	SUC           
S             	      8250	JANUS HENDERSON INVESTORS DENMARK, FILIAL AF JANUS HENDERSON INVESTORS EUROPE S.A. (LUXEMB	SUC           
S             	      8252	ALLIANCEBERNSTEIN (LUXEMBOURG) S.A R.L., PARIS BRANCH                                     	SUC           
S             	      8255	UBS ASSET MANAGEMENT (EUROPE) S.A., NETHERLANDS BRANCH                                    	SUC           
S             	      8256	GAM (LUXEMBOURG) S.A., SWEDEN FILIAL                                                      	SUC           
S             	      8257	SWISS LIFE ASSET MANAGERS LUXEMBOURG SUCCURSALE ITALIA                                    	SUC           
S             	      8259	SCHRODER INVESTMENT MANAGEMENT (EUROPE) S.A., IRISH BRANCH                                	SUC           
S             	      8260	NINETY ONE LUXEMBOURG S.A. - DUTCH BRANCH                                                 	SUC           
S             	      8261	SWISSCANTO ASSET MANAGEMENT INTERNATIONAL S.A., BRANCH ITALY                              	SUC           
S             	      8262	CARMIGNAC GESTION LUXEMBOURG, SUCCURSALE ITALIANA                                         	SUC           
S             	      8263	CARMIGNAC GESTION LUXEMBOURG, NIEDERLASSUNG DEUTSCHLAND                                   	SUC           
S             	      8264	VONTOBEL ASSET MANAGEMENT S.A - STOCKHOLM BRANCH                                          	SUC           
S             	      8265	LOMBARD ODIER FUNDS (EUROPE) S.A. - GERMAN BRANCH (GARMISCH)                              	SUC           
S             	      8266	UBS ASSET MANAGEMENT (EUROPE) S.A., SWEDEN BRANCH                                         	SUC           
S             	      8267	UBS ASSET MANAGEMENT (EUROPE) S.A., SPAIN BRANCH                                          	SUC           
S             	      8268	EUROPEAN CAPITAL PARTNERS (LUXEMBOURG) S.A. BELGIUM BRANCH                                	SUC           
S             	      8270	SWISS LIFE ASSET MANAGERS DANMARK, FILIAL AF SWISS LIFE ASSET MANAGERS LUXEMBOURG, LUX    	SUC           
S             	      8271	AFFM S.A., ZWEIGNIEDERLASSUNG FRANKFURT                                                   	SUC           
S             	      8272	GAM (LUXEMBOURG) S.A. – SUCCURSALE ITALIANA                                               	SUC           
S             	      8273	BLACKSTONE EUROPE FUND MANAGEMENT S.À R.L. FRANCE                                         	SUC           
S             	      8274	BLACKSTONE EUROPE FUND MANAGEMENT S.À R.L. - ITALY                                        	SUC           
S             	      8275	BLACKSTONE EUROPE FUND MANAGEMENT S.À R.L. - GERMANY                                      	SUC           
S             	      8276	TREETOP ASSET MANAGEMENT S.A., BELGIAN BRANCH                                             	SUC           
S             	      8277	ZADIG ASSET MANAGEMENT S.A., FRENCH BRANCH                                                	SUC           
S             	      8278	JPMORGAN ASSET MANAGEMENT (EUROPE) (LUXEMBOURG) S.A R.L. - BRUSSELS BRANCH                	SUC           
S             	      8279	BLUEBAY FUNDS MANAGEMENT COMPANY S.A., STOCKHOLM BRANCH                                   	SUC           
S             	      8280	CANDRIAM - NORDICS FILIAL                                                                 	SUC           
S             	      8281	BLUEBAY FUNDS MANAGEMENT COMPANY S.A., PARIS                                              	SUC           
S             	      8282	HSBC INVESTMENT FUNDS (LUXEMBOURG) S.A., IRELAND BRANCH                                   	SUC           
S             	      8283	CARNE GLOBAL FUND MANAGERS (LUXEMBOURG) S.A., UK BRANCH                                   	SUC           
S             	      8284	UBS ASSET MANAGEMENT (EUROPE) S.A., ITALY BRANCH                                          	SUC           
S             	      8285	SWISSCANTO ASSET MANAGEMENT INTERNATIONAL S.A., SUCURSAL EN ESPAÑA                        	SUC           
S             	      8286	UBS ASSET MANAGEMENT (EUROPE) S.A., SUCCURSALE DE FRANCE                                  	SUC           
S             	      8287	GAM (LUXEMBOURG) S.A. – FRENCH BRANCH                                                     	SUC           
S             	      8288	CAPITAL INTERNATIONAL MANAGEMENT COMPANY SÀRL - SUCCURSALE FRANCE                         	SUC           
S             	      8289	UBS ASSET MANAGEMENT (EUROPE) S.A., GERMANY BRANCH                                        	SUC           
S             	      8290	INVESCO MANAGEMENT S.A., ZWEIGNIEDERLASSUNG DEUTSCHLAND                                   	SUC           
S             	      8291	INVESCO MANAGEMENT S.A. NIEDERLASSUNG ÖSTERREICH                                          	SUC           
S             	      8292	FUNDSIGHT S.A. SUCCURSALE DE PARIS                                                        	SUC           
S             	      8293	AFFM S.A., ITALIAN BRANCH                                                                 	SUC           

(482 rows affected)
